Title,Price excl. btw,price incl. btw,Code,product_href
Lenovo ThinkPad X270 i5 8GB RAM 256GB SSD Laptop - Zwart,"1.130,-
       ","1.367,30",20HN0016MB-STCK1,https://www.centralpoint.be/nl/laptops/lenovo/thinkpad-x270-i5-8gb-ram-256gb-ssd-art-20hn0016mb-stck1-num-6763627/
Lenovo ThinkBook 15 Laptop - Grijs,"599,-
       ","724,79",20VE0047MH,https://www.centralpoint.be/nl/laptops/lenovo/thinkbook-15-notebook-i3-1115g4-8gb-ddr4-sdram-256gb-ssd-wi-fi-6-windows-10-pro-15-6-inch-qwerty-art-20ve0047mh-num-12198951/
Lenovo ThinkPad T480 Laptop - Zwart,"1.386,-
       ","1.677,06",20L60034MD,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-thinkpad-t480-i5-8250u-8gb-256gb-14-w10p-d-art-20l60034md-num-8664533/
Lenovo ThinkPad T15 Laptop - Zwart,"1.327,-
       ","1.605,67",20S6003WMH,https://www.centralpoint.be/nl/laptops/lenovo/t15-art-20s6003wmh-num-11988874/
Lenovo ThinkPad T15 Laptop - Zwart,"1.143,-
       ","1.383,03",20W40032MH,https://www.centralpoint.be/nl/laptops/lenovo/tp-t15-g2-ti5-1135g78gb256gbw10p3-year-art-20w40032mh-num-12247806/
Lenovo ThinkBook 15 Laptop - Grijs,"647,-
       ","782,87",20VE006MMB,https://www.centralpoint.be/nl/laptops/lenovo/thinkbook-15-g2-i5-16gb-256gb-15-6-w10p-art-20ve006mmb-num-12180796/
Lenovo ThinkPad T15 Laptop - Zwart,"1.267,-
       ","1.533,07",20W4008JMH,https://www.centralpoint.be/nl/laptops/lenovo/t15-g2-ti5-1135g716gb512gbw10p2-year-art-20w4008jmh-num-12262869/
Lenovo ThinkBook 15 Laptop - Grijs,"603,-
       ","729,63",20VE0047MB,https://www.centralpoint.be/nl/laptops/lenovo/15-g2-itl-i3-1115g4-8gb-256gb-15-6-w10p-art-20ve0047mb-num-12180780/
Lenovo ThinkPad X1 Yoga Laptop - Grijs,"1.167,-
       ","1.412,07",20UB005AMB,https://www.centralpoint.be/nl/laptops/lenovo/tpx1-yoga-14-0-i5-10210u-16gb-256gb-w10p-art-20ub005amb-num-12102400/
Lenovo ThinkPad T480s Laptop - Zwart,"1.527,-
       ","1.847,67",20L8002WMD,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-thinkpad-t480s-i5-8250u-8gb-256gb-14-w10p-art-20l8002wmd-num-8664535/
Lenovo 720S LG L16L4PB3 7.72V 48Wh Laptops,"115,-
       ","139,15",5B10N03289,https://www.centralpoint.be/nl/laptops/lenovo/720s-lg-l16l4pb3-7-72v-48wh-art-5b10n03289-num-11006890/
Lenovo CB 100e/11.6/AMD A4-9120C/4GB/32GB/CHROM Laptops,"165,-
       ","199,65",82CD0001MB,https://www.centralpoint.be/nl/laptops/lenovo/notebook-ln-100e-chr2-ast-a4-4g-32g-crm-art-82cd0001mb-num-11581926/
Lenovo IdeaPad 3 Laptop - Blauw,"227,-
       ","274,67",82KN000QMB,https://www.centralpoint.be/nl/laptops/lenovo/3-cb-14m836-mt8183-4gb-64gb-14-chrome-art-82kn000qmb-num-12191958/
Lenovo 14e Chromebook AMD A4-9120C 4GB RAM 32GB eMMC Laptop - Grijs,"231,-
       ","279,51",81MH0000MB,https://www.centralpoint.be/nl/laptops/lenovo/14e-chromebook-amd-a4-9120c-4gb-ram-32gb-emmc-art-81mh0000mb-num-8228453/
Lenovo Notebook LN 300e Chr2 AST A4 4G 32G CRM Laptops,"254,-
       ","307,34",82CE0001MB,https://www.centralpoint.be/nl/laptops/lenovo/notebook-ln-300e-chr2-ast-a4-4g-32g-crm-art-82ce0001mb-num-11457952/
"Lenovo IdeaPad 3 Laptop - Grijs,Platina","267,-
       ","323,07",82HG000CMB,https://www.centralpoint.be/nl/laptops/lenovo/11m735-mt8173c-4-64gb-11-6in-chrome-free-art-82hg000cmb-num-12162902/
Lenovo 300e Laptop - Zwart,"280,-
       ","338,80",81MB001FMB,https://www.centralpoint.be/nl/laptops/lenovo/notebook-ln-300e-chr-2-n4020-4g-32g-crm-art-81mb001fmb-num-11387056/
Lenovo 14e Chromebook Laptop - Grijs,"297,-
       ","359,37",81MH0001MB,https://www.centralpoint.be/nl/laptops/lenovo/14e-chrome-a4-9120c-14in-8-64gb-chrome-art-81mh0001mb-num-10586804/
Lenovo L 300E CB 3015CE 4/64GB 11.6IN CHROMEOS Laptops,"315,-
       ","381,15",82J9000YMB,https://www.centralpoint.be/nl/laptops/lenovo/l-300e-cb-3015ce-4-64gb-11-6in-chromeos-art-82j9000ymb-num-12244774/
Lenovo 300e Laptop - Zwart,"340,-
       ","411,40",81M9006GMB,https://www.centralpoint.be/nl/laptops/lenovo/notebook-ln-300e-2-n4120-4g-64g-10p-art-81m9006gmb-num-11095626/
Lenovo 300e Laptop - Zwart,"369,-
       ","446,49",81M9006EMB,https://www.centralpoint.be/nl/laptops/lenovo/notebook-ln-300e-2-n4120-4g-128g-10p-art-81m9006emb-num-12137882/
Lenovo V V110-15 i3 4GB RAM 500GB HDD Laptop - Zwart,"414,-
       ","500,94",80TL00A9MB,https://www.centralpoint.be/nl/laptops/lenovo/110-15-art-80tl00a9mb-num-6017673/
Lenovo V V110-15 i3 8GB RAM 128GB SSD Laptop - Zwart,"415,-
       ","502,15",80TL00A4MB,https://www.centralpoint.be/nl/laptops/lenovo/110-15-art-80tl00a4mb-num-6146765/
"Lenovo IdeaPad 3 Laptop - Grijs,Platina","423,-
       ","511,83",81WD00Y8MB,https://www.centralpoint.be/nl/laptops/lenovo/ip-3-14iil05-ci3-4-256gb-ssd-14-w10h-art-81wd00y8mb-num-12097192/
"Lenovo IdeaPad 3 Laptop - Grijs,Platina","427,-
       ","516,67",81W2007KMB,https://www.centralpoint.be/nl/laptops/lenovo/ip-3-17ada05-ryzen-3-8gb-512gb-17-3-w10h-art-81w2007kmb-num-12095322/
Lenovo V V145 AMD A 8GB RAM 256GB SSD Laptop - Zwart,"429,-
       ","519,09",81MT000VMB,https://www.centralpoint.be/nl/laptops/lenovo/v145-amd-a-8gb-ram-256gb-ssd-art-81mt000vmb-num-8043235/
Lenovo V V15 Laptop - Grijs,"450,-
       ","544,50",82C7008NMB,https://www.centralpoint.be/nl/laptops/lenovo/ts-v15-ada-ryzen3-3250u-8-256ssd-art-82c7008nmb-num-11212746/
Lenovo V110 Laptop - Zwart,"455,-
       ","550,55",80TL0113MB,https://www.centralpoint.be/nl/laptops/lenovo/v110-art-80tl0113mb-num-6507879/
"Lenovo IdeaPad 5 Laptop - Grafiet,Grijs","466,-
       ","563,86",82B80015MB,https://www.centralpoint.be/nl/laptops/lenovo/flex-5-cb-13iml05-i3-10110u-4-64-chrome-art-82b80015mb-num-11336196/
"Lenovo IdeaPad 330 Laptop - Grijs,Platina","512,-
       ","619,52",81DE02VSMB,https://www.centralpoint.be/nl/laptops/lenovo/330-15ikbr-i5-8250u-4g-256g-w10h-art-81de02vsmb-num-8400053/
"Lenovo IdeaPad 5 Laptop - Grafiet,Grijs","521,-
       ","630,41",82B80017MB,https://www.centralpoint.be/nl/laptops/lenovo/flex-5-cb-13iml05-i5-10210u-8-128-chrome-art-82b80017mb-num-11336200/
Lenovo TS/V15 G2 Ryzen3 5300U 8/256SSD Laptops,"521,-
       ","630,41",82KD002CMB,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-v15-5300u-4gb-256gb-15-6-w10p-art-82kd002cmb-num-12203929/
Lenovo V V14 Laptop - Zwart,"537,-
       ","649,77",82KC0037MB,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-v14-gen2-alc-5500u-4-256-14-w10p-art-82kc0037mb-num-12145938/
Lenovo V15 G2 ALC/15.6/R5_5500U/8GB/256GB/W10P Laptops,"543,-
       ","657,03",82KD002BMB,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-v15-g2-alc-5500u-4-256-15-6-w10p-art-82kd002bmb-num-12145940/
Lenovo V V14 Laptop - Zwart,"545,-
       ","659,45",82KA0039MB,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-v14-i3-1115g4-4gb-256gb-14-w10p-art-82ka0039mb-num-12203916/
"Lenovo IdeaPad 3 Laptop - Grijs,Platina","561,-
       ","678,81",81WF0031MH,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-nb-ip-3-17iil05-i5-1035g1-17i-4gb-art-81wf0031mh-num-12039976/
"Lenovo IdeaPad 5 Laptop - Grafiet,Grijs","561,-
       ","678,81",82HU00DUMB,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-flex-5-14alc05-r5-5500u-14i-8gb-art-82hu00dumb-num-12259892/
Lenovo 5 Laptop,"561,-
       ","678,81",82FG00HEMB,https://www.centralpoint.be/nl/laptops/lenovo/ip-5-15itl05-i5-1135g7-8-256gb-15-6-w10h-art-82fg00hemb-num-12125404/
Lenovo 330 Laptop,"581,-
       ","703,01",81DM00DVMB,https://www.centralpoint.be/nl/laptops/lenovo/it-330-17ikbr-ci3-8-256gb-17-3-w10h-art-81dm00dvmb-num-8086875/
Lenovo L13 i3 8GB RAM 256GB SSD Laptop - Zwart,"589,-
       ","712,69",20R30003MB,https://www.centralpoint.be/nl/laptops/lenovo/l13-i3-8gb-ram-256gb-ssd-art-20r30003mb-num-10586786/
Lenovo V V15 Laptop - Grijs,"590,-
       ","713,90",82C500LBMB,https://www.centralpoint.be/nl/laptops/lenovo/ts-v15-iil-ryzen5-3500u-8-256ssd-art-82c500lbmb-num-11212714/
Lenovo V V14 Laptop - Grijs,"590,-
       ","713,90",82C40109MB,https://www.centralpoint.be/nl/laptops/lenovo/ts-v14-i5-1035g1-8-256ssd-art-82c40109mb-num-11212696/
"Lenovo IdeaPad 5 Laptop - Grijs,Platina","601,-
       ","727,21",81YQ00HKMB,https://www.centralpoint.be/nl/laptops/lenovo/ip-5-15are05-4600u-16gb-512gb-15-6-w10h-art-81yq00hkmb-num-12125400/
Lenovo 5 Laptop,"601,-
       ","727,21",82FG00HFMB,https://www.centralpoint.be/nl/laptops/lenovo/ip-5-15itl05-i5-1135g7-8-512gb-15-6-w10h-art-82fg00hfmb-num-12125406/
Lenovo ThinkBook 14 G2 Laptop - Grijs,"607,-
       ","734,47",20VF003NMB,https://www.centralpoint.be/nl/laptops/lenovo/14-g2-art-20vf003nmb-num-12180782/
Lenovo ThinkBook 15 G2 Laptop - Grijs,"610,-
       ","738,10",20VG006RMB,https://www.centralpoint.be/nl/laptops/lenovo/15-g2-art-20vg006rmb-num-12180788/
Lenovo V V14 Laptop - Zwart,"618,-
       ","747,78",82KA0037MB,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-v14-gen2-itl-ci5-4-256gb-14-w10p-art-82ka0037mb-num-12145934/
Lenovo V V15 Laptop - Zwart,"620,-
       ","750,20",82KB002VMB,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-v15-gen2-itl-ci5-4-256-15-6-w10p-art-82kb002vmb-num-12145936/
Lenovo V320 Laptop - Grijs,"622,-
       ","752,62",81AH0062MB,https://www.centralpoint.be/nl/laptops/lenovo/v320-art-81ah0062mb-num-11387898/
Lenovo 5 Laptop,"641,-
       ","775,61",82FG00HGMB,https://www.centralpoint.be/nl/laptops/lenovo/ip-5-15itl05-i5-1135g7-16-512g-15-6-w10h-art-82fg00hgmb-num-12125408/
Lenovo ThinkBook 15 Gen 2 i5 8GB RAM 256GB SSD Laptop - Grijs,"643,-
       ","778,03",20VE009BMB,https://www.centralpoint.be/nl/laptops/lenovo/15-art-20ve009bmb-num-12229292/
Lenovo ThinkBook 14 Laptop - Grijs,"647,-
       ","782,87",20VD003YMB,https://www.centralpoint.be/nl/laptops/lenovo/14-g2-itl-i5-1135g7-8gb-256gb-14-w10p-art-20vd003ymb-num-12180776/
Lenovo ThinkBook 15 Laptop - Grijs,"653,-
       ","790,13",21A4002BMB,https://www.centralpoint.be/nl/laptops/lenovo/thinkbook-15-g3-acl-15-6-5500u-8gb-256gb-art-21a4002bmb-num-12224764/
Lenovo ThinkBook 14 Laptop - Grijs,"668,-
       ","808,28",21A2002MMB,https://www.centralpoint.be/nl/laptops/lenovo/thinkbook-14-g3-acl-14-5500u-8gb-256gb-art-21a2002mmb-num-12224765/
Lenovo ThinkBook 15 G2 Laptop - Grijs,"671,-
       ","811,91",20VG006QMB,https://www.centralpoint.be/nl/laptops/lenovo/15-g2-art-20vg006qmb-num-12180786/
Lenovo ThinkBook 14 G2 Laptop - Grijs,"675,-
       ","816,75",20VF003PMB,https://www.centralpoint.be/nl/laptops/lenovo/14-g2-art-20vf003pmb-num-12180784/
Lenovo V V17 Laptop - Grijs,"677,-
       ","819,17",82NX00E9MB,https://www.centralpoint.be/nl/laptops/lenovo/v17-g2-itl-i5-1135g7-8gb-256gb-17-3-w10p-art-82nx00e9mb-num-12235446/
Lenovo Yoga Slim 7 Laptop - Grijs,"681,-
       ","824,01",82A200D1MB,https://www.centralpoint.be/nl/laptops/lenovo/yoga-slim7-14are05-ryzen-5-16g-512g-w10h-art-82a200d1mb-num-12095326/
Lenovo ThinkBook 14s Yoga i5 8GB RAM 256GB SSD Laptop - Grijs,"693,-
       ","838,53",20WE001PMB,https://www.centralpoint.be/nl/laptops/lenovo/14s-yoga-art-20we001pmb-num-12028236/
Lenovo ThinkBook 15 Laptop - Grijs,"693,-
       ","838,53",20VE0046MB,https://www.centralpoint.be/nl/laptops/lenovo/15-art-20ve0046mb-num-12180778/
Lenovo V V17 Laptop - Grijs,"694,-
       ","839,74",82GX007XMB,https://www.centralpoint.be/nl/laptops/lenovo/v17-art-82gx007xmb-num-11735239/
Lenovo E570 8GB RAM 180GB SSD Laptop,"699,-
       ","845,79",20H500BEMB,https://www.centralpoint.be/nl/laptops/lenovo/e570-8gb-ram-180gb-ssd-art-20h500bemb-num-6578019/
Lenovo ThinkBook 15 Gen2 i5 16GB RAM 512GB SSD Laptop - Grijs,"709,-
       ","857,89",20VE00FJMB,https://www.centralpoint.be/nl/laptops/lenovo/15-art-20ve00fjmb-num-12226577/
Lenovo L13 i5 8GB RAM 256GB SSD Laptop - Zwart,"715,-
       ","865,15",20R30004MB,https://www.centralpoint.be/nl/laptops/lenovo/l13-i5-8gb-ram-256gb-ssd-art-20r30004mb-num-10586788/
Lenovo 5 Laptop,"720,-
       ","871,20",82FG00HHMB,https://www.centralpoint.be/nl/laptops/lenovo/ip-5-15itl05-i7-1165g7-8-512gb-15-6-w10h-art-82fg00hhmb-num-12125410/
Lenovo ThinkPad C13 Yoga Laptop - Blauw,"723,-
       ","874,83",20UX000GMB,https://www.centralpoint.be/nl/laptops/lenovo/c13-yoga-g1-t-3500c-8gb-128gb-13-3-chrom-art-20ux000gmb-num-12139618/
Lenovo ThinkPad E15 Laptop - Zwart,"731,-
       ","884,51",20YG006NMB,https://www.centralpoint.be/nl/laptops/lenovo/e15-g3-r5-5500u-8gb-256gb-15-6in-w10p-art-20yg006nmb-num-12248884/
"Lenovo IdeaPad L340 Laptop - Grijs,Platina","732,-
       ","885,72",81M0009MMB,https://www.centralpoint.be/nl/laptops/lenovo/l340-art-81m0009mmb-num-11387902/
Lenovo ThinkBook 15 Laptop - Grijs,"734,-
       ","888,14",21A4003MMB,https://www.centralpoint.be/nl/laptops/lenovo/thinkbook-15-g3-acl-15-6-5500u-16gb-512g-art-21a4003mmb-num-12224766/
Lenovo ThinkPad E15 Laptop - Zwart,"736,-
       ","890,56",20TD0029MB,https://www.centralpoint.be/nl/laptops/lenovo/tp-e15-15-6-i3-1115g4-8gb-256gb-w10p-art-20td0029mb-num-12146796/
Lenovo ThinkPad E14 Laptop - Zwart,"736,-
       ","890,56",20Y70074MB,https://www.centralpoint.be/nl/laptops/lenovo/e14-g3-r5-5500u-8gb-256gb-14in-w10p-art-20y70074mb-num-12248887/
Lenovo ThinkPad E14 Laptop - Zwart,"739,-
       ","894,19",20RA0016MB,https://www.centralpoint.be/nl/laptops/lenovo/tp-e14-14-0-i5-10210u-8gb-256gb-w10p-art-20ra0016mb-num-10841666/
Lenovo E15 AMD Ryzen 5 16GB RAM 512GB SSD Laptop - Zwart,"739,-
       ","894,19",20T8000YMB,https://www.centralpoint.be/nl/laptops/lenovo/notebook-tp-e15-gen-2-r5-16gb-w10p-art-20t8000ymb-num-11460342/
Lenovo ThinkPad E15 Laptop - Zwart,"744,-
       ","900,24",20YG0047MB,https://www.centralpoint.be/nl/laptops/lenovo/e15-amdl-g3-t-5500u-8gb-256gb-15-6-w10p-art-20yg0047mb-num-12235456/
Lenovo ThinkPad E14 Laptop - Zwart,"749,-
       ","906,29",20Y7003VMB,https://www.centralpoint.be/nl/laptops/lenovo/e14-amdl-g3-t-5500u-8gb-256gb-14-w10p-art-20y7003vmb-num-12235453/
Lenovo ThinkBook 15p Laptop - Grijs,"758,-
       ","917,18",20V30038MB,https://www.centralpoint.be/nl/laptops/lenovo/thinkbook-15p-imh-ci5-15-6-16-512gb-w10p-art-20v30038mb-num-12180806/
Lenovo V V15 Laptop - Zwart,"763,-
       ","923,23",82KB002WMB,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-v15-i7-1165g7-8gb-256gb-15-6-w10p-art-82kb002wmb-num-12203918/
Lenovo ThinkPad E15 Laptop - Zwart,"767,-
       ","928,07",20TD0028MB,https://www.centralpoint.be/nl/laptops/lenovo/tp-e15-g2-15-6-i5-1135g7-8gb-256gb-w10p-art-20td0028mb-num-12146794/
Lenovo ThinkPad E15 Laptop - Zwart,"772,-
       ","934,12",20RD004JMB,https://www.centralpoint.be/nl/laptops/lenovo/tp-e15-15-6-i5-10210u-8gb-256gb-w10p-art-20rd004jmb-num-10841678/
Lenovo ThinkBook 15 Laptop - Grijs,"777,-
       ","940,17",21A4002DMB,https://www.centralpoint.be/nl/laptops/lenovo/thinkbook-15-g3-acl-15-6-5700u-16gb-512g-art-21a4002dmb-num-12224767/
Lenovo ThinkPad E14 Laptop - Zwart,"781,-
       ","945,01",20RA003WMB,https://www.centralpoint.be/nl/laptops/lenovo/tp-e14-14-0-i5-10210u-8gb-256gb-w10p-art-20ra003wmb-num-10841668/
Lenovo ThinkBook 14s Yoga i5 16GB RAM 512GB SSD Laptop - Grijs,"788,-
       ","953,48",20WE001QMB,https://www.centralpoint.be/nl/laptops/lenovo/14s-yoga-art-20we001qmb-num-12028246/
Lenovo ThinkBook 14s Yoga i5 16GB RAM 256GB SSD Laptop - Blauw,"791,-
       ","957,11",20WE002DMB,https://www.centralpoint.be/nl/laptops/lenovo/14s-yoga-art-20we002dmb-num-12180800/
Lenovo ThinkPad E14 Laptop - Zwart,"795,-
       ","961,95",20TA0023MB,https://www.centralpoint.be/nl/laptops/lenovo/thinkpad-e14-gen-2-itu-t14-0fhd-ag-250n-ncore-i5-1135g7-2-4g-4c-mb8gb-ddr4-3200-sodimm256gb-ssd-m-2-2242-g3-tlcw10-pro-art-20ta0023mb-num-12152930/
Lenovo ThinkPad E15 Laptop - Zwart,"799,-
       ","966,79",20RD001CMB,https://www.centralpoint.be/nl/laptops/lenovo/tp-e15-15-6-i5-10210u-16gb-512gb-w10p-art-20rd001cmb-num-10841670/
Lenovo ThinkBook 13s Laptop - Grijs,"799,-
       ","966,79",20V9002KMB,https://www.centralpoint.be/nl/laptops/lenovo/13s-art-20v9002kmb-num-12028252/
Lenovo ThinkPad E15 Laptop - Zwart,"802,-
       ","970,42",20YG006QMB,https://www.centralpoint.be/nl/laptops/lenovo/e15-g3-r5-5500-16gb-512gb-15-6in-w10p-art-20yg006qmb-num-12248885/
Lenovo ThinkBook 14 Laptop - Grijs,"803,-
       ","971,63",21A2002LMB,https://www.centralpoint.be/nl/laptops/lenovo/thinkbook-14-g3-acl-14-5700u-16gb-512gb-art-21a2002lmb-num-12224762/
Lenovo V320 i5 8GB RAM 256GB SSD Laptop - Grijs,"803,-
       ","971,63",81CN0000MB,https://www.centralpoint.be/nl/laptops/lenovo/v320-i5-8gb-ram-256gb-ssd-art-81cn0000mb-num-7325809/
Lenovo ThinkPad L14 Laptop - Zwart,"805,-
       ","974,05",20U50007MB,https://www.centralpoint.be/nl/laptops/lenovo/ts-l14-g1-ryzen5-4500u-8-256ssd-art-20u50007mb-num-11212702/
Lenovo ThinkPad E15 Laptop - Zwart,"815,-
       ","986,15",20YG003YMB,https://www.centralpoint.be/nl/laptops/lenovo/e15-amdl-g3-t-5500u-16gb-512gb-15-6-w10p-art-20yg003ymb-num-12235452/
Lenovo ThinkBook 13s Laptop - Grijs,"843,-
       ","1.020,03",20V9002LMB,https://www.centralpoint.be/nl/laptops/lenovo/13s-art-20v9002lmb-num-12028234/
Lenovo IdeaPad L340 Gaming Laptop - Zwart,"846,-
       ","1.023,66",81LL0065MB,https://www.centralpoint.be/nl/laptops/lenovo/l340-gaming-art-81ll0065mb-num-11387900/
Lenovo ThinkBook 14s Yoga i7 16GB RAM 512GB SSD Laptop - Grijs,"847,-
       ","1.024,87",20WE001RMB,https://www.centralpoint.be/nl/laptops/lenovo/14s-yoga-art-20we001rmb-num-12028228/
Lenovo ThinkPad L15 Laptop - Zwart,"850,-
       ","1.028,50",20U7001VMB,https://www.centralpoint.be/nl/laptops/lenovo/l15-amd-g1-t-4650u-15-6in-8-256gb-w10p-art-20u7001vmb-num-11735197/
Lenovo Plus i5 8GB RAM 256GB SSD Laptop - Grijs,"852,-
       ","1.030,92",20TG004QMB,https://www.centralpoint.be/nl/laptops/lenovo/plus-i5-8gb-ram-256gb-ssd-art-20tg004qmb-num-11212758/
Lenovo E15 G2 R7-4700U 16/512GB 15.6IN W10P Laptops,"854,-
       ","1.033,34",20YG0023MB,https://www.centralpoint.be/nl/laptops/lenovo/e15-g2-r7-4700u-16-512gb-15-6in-w10p-art-20yg0023mb-num-12248886/
Lenovo ThinkBook 13s Laptop - Grijs,"854,-
       ","1.033,34",20V9002JMB,https://www.centralpoint.be/nl/laptops/lenovo/13s-art-20v9002jmb-num-12028226/
Lenovo BTO/ThinkPad T590 Intel Core i5-8265U Laptops,"856,-
       ","1.035,76",20N5S2BE08,https://www.centralpoint.be/nl/laptops/lenovo/bto-thinkpad-t590-intel-core-i5-8265u-art-20n5s2be08-num-12055458/
Lenovo ThinkPad E14 Laptop - Zwart,"858,-
       ","1.038,18",20TA002PMB,https://www.centralpoint.be/nl/laptops/lenovo/tp-e14-14-0-i5-1135g7-16gb-512gb-w10p-art-20ta002pmb-num-12146788/
Lenovo ThinkBook 15 Laptop - Grijs,"867,-
       ","1.049,07",20VE0048MB,https://www.centralpoint.be/nl/laptops/lenovo/thinkbook-15-g2-i5-1135g7-16-512ssd-art-20ve0048mb-num-12164190/
Lenovo ThinkPad L14 Laptop - Zwart,"867,-
       ","1.049,07",20X5003DMB,https://www.centralpoint.be/nl/laptops/lenovo/l14-amd-g2-5600u-8gb-256gb-14-w10p-art-20x5003dmb-num-12235466/
Lenovo ThinkPad E15 Laptop - Zwart,"896,-
       ","1.084,16",20TD0027MB,https://www.centralpoint.be/nl/laptops/lenovo/tp-e15-g2-15-6-i5-1135g7-16gb-512gb-w10p-art-20td0027mb-num-12146792/
Lenovo ThinkBook 14 Laptop - Grijs,"907,-
       ","1.097,47",20VD0041MB,https://www.centralpoint.be/nl/laptops/lenovo/14-art-20vd0041mb-num-12172422/
Lenovo V V17 Laptop - Grijs,"914,-
       ","1.105,94",82GX007WMB,https://www.centralpoint.be/nl/laptops/lenovo/v17-art-82gx007wmb-num-11735237/
Lenovo V V17 Laptop - Grijs,"922,-
       ","1.115,62",82NX00EAMB,https://www.centralpoint.be/nl/laptops/lenovo/v17-g2-itl-i7-1165g7-16g-512gb-17-3-w10p-art-82nx00eamb-num-12235451/
Lenovo Legion Y540 Laptop - Zwart,"922,-
       ","1.115,62",81SY00HCMB,https://www.centralpoint.be/nl/laptops/lenovo/lenovo-15-6-legion-y540-15irh-i5-9300h-16gb-1tb-gtx1650-art-81sy00hcmb-num-12154028/
Lenovo ThinkBook 13s Laptop - Grijs,"927,-
       ","1.121,67",20RR003EMB,https://www.centralpoint.be/nl/laptops/lenovo/13s-art-20rr003emb-num-10586792/
