Title,Price excl. btw,price incl. btw,Code,product_href
Lenovo ThinkPad E15 Laptop - Zwart,"729,-
       ","882,09",20TD0029MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-e15-art-20td0029mh-num-13554325/
Lenovo E14 Laptop - Zwart,"736,-
       ","890,56",20Y7003VMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/e14-amdl-g3-t-5500u-8gb-256gb-14-w10p-art-20y7003vmh-num-13623627/
Lenovo ThinkPad T14 Laptop - Zwart,"1.208,-
       ","1.461,68",20W0009HMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/t14-g2-t-i5-1135g7-8gb-256gb-14-w10p-art-20w0009hmh-num-13623636/
Lenovo P15s Laptop - Zwart,"1.487,-
       ","1.799,27",20W6000GMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-p15s-ci7-16-512gb-15-6in-w10p-art-20w6000gmh-num-13636344/
Lenovo E14 Laptop - Zwart,"723,-
       ","874,83",20Y70074MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/e14-g3-r5-5500u-8gb-256gb-14in-w10p-art-20y70074mh-num-13641255/
Lenovo ThinkBook 13s Laptop - Grijs,"830,-
       ","1.004,30",20V9002LMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-13s-art-20v9002lmh-num-13554333/
Lenovo V V17 Laptop - Grijs,"665,-
       ","804,65",82NX00E9MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v17-g2-itl-i5-1135g7-8gb-256gb-17-3-w10p-art-82nx00e9mh-num-13623643/
Lenovo ThinkPad T15 Laptop - Zwart,"1.126,-
       ","1.362,46",20S6003VMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/ts-tp-t15-g1-i5-8gb-512ssd-w10p-art-20s6003vmh-num-12750361/
Lenovo ThinkPad L590 Laptop - Zwart - Demo model,"1.349,-
       ","1.632,29",20Q7001JMZ-D1,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-l590-i7-8565u-16gb-512gb-ssd-15-6fhd-w10wlan-bt-cam-fpr-art-20q7001jmz-d1-num-13534551/
Lenovo ThinkPad E15 Laptop - Zwart,"731,-
       ","884,51",20YG0047MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/e15-amdl-g3-t-5500u-8gb-256gb-15-6-w10p-art-20yg0047mh-num-13623629/
Lenovo ThinkPad L15 Laptop - Zwart,"1.008,-
       ","1.219,68",20X3004UMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/l15-g2-t-i5-1135g7-16gb-512gb-15-6-w10p-art-20x3004umh-num-13623633/
Lenovo ThinkBook 15 Laptop - Grijs,"592,-
       ","716,32",20VE0047MB,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-15-g2-15-6fhd-ag-250n-n-core-i3-1115g4-3-0g-2c-mb-none-8gb4x16gx16-ddr4-3200-256gb-ssd-m-2-2242-nvme-tlc-integrated-graphics-w10-pro-std-2y-depot-cc-art-20ve0047mb-num-13634911/
Lenovo V V17 Laptop - Grijs,"614,-
       ","742,94",82NX00EBMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v17-g2-itl-i5-1135g7-8gb-256gb-17-3-w10h-art-82nx00ebmh-num-13623651/
Lenovo ThinkBook 15 Laptop - Grijs,"642,-
       ","776,82",21A4002BMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-15-g3-acl-5500u-8gb-256gb-15-6-w10p-art-21a4002bmh-num-13618388/
Lenovo ThinkPad T14 Laptop - Zwart,"1.253,-
       ","1.516,13",20W0009GMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t14-art-20w0009gmh-num-13623637/
Lenovo ThinkPad X1 Nano Gen1 I5-1130G7 16GB/256GB 13 W10 Laptop - Zwart,"1.547,-
       ","1.871,87",20UN0029MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-nano-gen1-i5-1130g7-16gb-256gb-13-w10-art-20un0029mh-num-13503273/
Lenovo ThinkBook 14 Laptop - Grijs,"656,-
       ","793,76",21A2002MMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-14-g3-acl-5500u-8gb-256gb-14-w10p-art-21a2002mmh-num-13618386/
Lenovo ThinkPad X1 Carbon 14" i5 16GB RAM 256GB SSD Laptop - Zwart - Demo model,"1.457,-
       ","1.762,97",20QD00L3MX-D2,https://www.centralpoint.nl/notebooks-laptops/lenovo/x1-carbon-7th-i5-8265u-16gb-256gb-ssd-14fhd-w10p-art-20qd00l3mx-d2-num-12495119/
Lenovo X1 Carbon Laptop - Zwart,"1.538,-
       ","1.860,98",20XW0062MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-tp-x1-carbon-g9-i5-16gb-512gb-w10p-art-20xw0062mh-num-13626955/
Lenovo ThinkPad X1 Fold Laptop - Zwart,"2.759,-
       ","3.338,39",20RL000YMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-tp-x1f-g1-ci5-13-3in-8-512gb-w10p-art-20rl000ymh-num-13589465/
Lenovo ThinkPad E15 Laptop - Zwart,"800,-
       ","968,-",20YG003YMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/e15-amdl-g3-t-5500u-8gb-512gb-15-6-w10p-art-20yg003ymh-num-13623628/
Lenovo ThinkPad L13 Laptop - Zwart,"916,-
       ","1.108,36",20VH0048MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-l13-clam-g2-t-ci5-1135g7-8-256gb-13-3-art-20vh0048mh-num-13618385/
Lenovo ThinkPad E15 Laptop - Zwart,"874,-
       ","1.057,54",20T8006DMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-tp-e15-gen-2-r7-16g-512g-10p-art-20t8006dmh-num-13647460/
Lenovo ThinkPad P17 G2 CI7-11800H 16 / 512GB 17.3 W10P Laptop - Zwart,"1.860,-
       ","2.250,60",20YU0028MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-p17-g2-ci7-11800h-16-512gb-17-3-w10p-art-20yu0028mh-num-13655129/
Lenovo T14 Laptop - Zwart,"1.092,-
       ","1.321,32",20XK002TMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-t-t14-amd-g2-5650u-8gb-256gb-14-w10p-art-20xk002tmh-num-13626957/
Lenovo V V15 Laptop - Zwart,"506,-
       ","612,26",82KD002CMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v15-g2-alc-5300u-8-256gb-nl-15-6in-w10p-art-82kd002cmh-num-13647984/
Lenovo ThinkPad T480s 14" i5 8GB RAM 256GB SSD Laptop - Zwart,"1.527,-
       ","1.847,67",20L8002WMD,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t480s-art-20l8002wmd-num-11479123/
Lenovo V V15 Laptop - Zwart,"530,-
       ","641,30",82KD002BMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v15-g2-alc-5500u-8-256gb-nl-15-6in-w10p-art-82kd002bmh-num-13647983/
Lenovo ThinkBook 15 Laptop - Grijs,"721,-
       ","872,41",21A4003MMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-15-g3-acl-5500u-8gb-512gb-15-6-w10p-art-21a4003mmh-num-13618390/
Lenovo V14 Laptop - Zwart,"453,-
       ","548,13",82KC0036MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v14-gen2-alcr3-5300u8gb256gbw10h2-year-art-82kc0036mh-num-13622696/
Lenovo ThinkBook 14 Laptop - Grijs,"779,-
       ","942,59",20VD003YUK,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-thinkbook14g2-itl-ci5-8-256-14-w10p-art-20vd003yuk-num-13636172/
Lenovo ThinkPad X1 Yoga Laptop - Grijs,"1.581,-
       ","1.913,01",20UB005AMB,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-x1-yoga-g5-t14-0fhd-ar-as-400n-mt-n-72core-i5-10210u-1-6g-4c-mb16gb4x32gx32-lp3-2133256gb-ssd-m-2-2280-nvme-tlc-opw10-pro-art-20ub005amb-num-13612593/
Lenovo ThinkPad P15s - QWERTY Laptop - Zwart,"1.756,-
       ","2.124,76",20W6005TMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-p15s-g2-ci7-1185g7-16-1tb-15-6-w10p-art-20w6005tmh-num-13655124/
Lenovo ThinkPad T15g - QWERTY Laptop - Zwart,"2.405,-
       ","2.910,05",20YS000VMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-p15-g2-ci7-11850h-16-512gb-15-6-w10p-art-20ys000vmh-num-13655132/
Lenovo 300e - QWERTY Laptop - Zwart,"337,-
       ","407,77",81M9006EMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/300e-windows-n4120-4gb-128gb-w10p64-1-year-art-81m9006emh-num-13656234/
Lenovo ThinkPad E15 - QWERTY Laptop - Zwart,"723,-
       ","874,83",20TD0037MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/think-pad-ci5-16-512gb-15-6in-w10p-art-20td0037mh-num-13647980/
Lenovo ThinkPad L13 Yoga Laptop - Zwart,"1.023,-
       ","1.237,83",20VK003UMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-yoga-l13-ci5-1135g7-8-256gb-13-3-w10p-art-20vk003umh-num-13655120/
Lenovo ThinkPad X1 Extreme - QWERTY Laptop - Zwart,"2.168,-
       ","2.623,28",20Y50019MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-x1-ext-g4-ci7-11800h16-512gb-16-w10p-art-20y50019mh-num-13655135/
Lenovo ThinkPad P15v G2 CI7-11800H 16 / 512GB 15.6 W10P - QWERTY Laptop - Zwart,"1.717,-
       ","2.077,57",21A90008MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-p15v-g2-ci7-11800h-16-512gb-15-6-w10p-art-21a90008mh-num-13655128/
Lenovo ThinkPad P15 - QWERTY Laptop - Zwart,"2.176,-
       ","2.632,96",20YQ000YMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-p15-g2-ci7-11850h-16-512gb-15-6-w10p-art-20yq000ymh-num-13655125/
Lenovo TB AMD R5-5500U 8 GB 256GB M.2 Laptops,"447,-
       ","540,87",21A4S00100,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-r5-5500u-8gb-256gb-15-6-w10p-art-21a4s00100-num-13617852/
Lenovo ThinkPad 11e Intel W10 256GB SSD Laptops,"468,-
       ","566,28",20LMS06700,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-11e-intel-w10-256gb-ssd-art-20lms06700-num-13603336/
Lenovo V14 GEN2 ALC 5500U 8/256GB NL 14IN W10H Laptops,"477,-
       ","577,17",82KC0034MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v14-gen2-alc-5500u-8-256gb-nl-14in-w10h-art-82kc0034mh-num-13647981/
Lenovo V14 GEN2 R3-5300U 4/256GB 14 W10P Laptops,"506,-
       ","612,26",82KC0035MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/lenovo-v14-gen2-r3-5300u-4-256gb-14-w10p-art-82kc0035mh-num-13655121/
Lenovo V14 G2 CI3-1115G4 4/256GB 14 W10P Laptops,"536,-
       ","648,56",82KA0039MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/lenovo-v14-g2-ci3-1115g4-4-256gb-14-w10p-art-82ka0039mh-num-13655126/
Lenovo E15 G2 R7 5700U 16/512GB 15.6IN W10P Laptops,"839,-
       ","1.015,19",20YG0023MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/e15-g2-r7-4700u-16-512gb-15-6in-w10p-art-20yg0023mh-num-13641253/
Lenovo TP E15 G3 R7-5700U 8/512GB SSD 15.6 W10P Laptops,"849,-
       ","1.027,29",20YG0048MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-e15-g3-r7-5700u-8-512gb-ssd-15-6-w10p-art-20yg0048mh-num-13655118/
Lenovo TP L15 G2 R5-5650U 8/256GB SSD 15.6 W10P Laptops,"849,-
       ","1.027,29",20X70065MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-l15-g2-r5-5650u-8-256gb-ssd-15-6-w10p-art-20x70065mh-num-13655123/
Lenovo TB 13s G3 R7-5800U16/512GB SSD 13.3 W10P Laptops,"882,-
       ","1.067,22",20YA0015MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tb-13s-g3-r7-5800u16-512gb-ssd-13-3-w10p-art-20ya0015mh-num-13655133/
Lenovo TP YO L13 G2T R7-5850U 16/512GB 13.3 10P Laptops,"1.103,-
       ","1.334,63",21AD0010MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-yo-l13-g2t-r7-5850u-16-512gb-13-3-10p-art-21ad0010mh-num-13655119/
Lenovo TB 13x CI5-1130G7 16/512GB SSD 13.3 W10P Laptops,"1.155,-
       ","1.397,55",20WJ001HMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tb-13x-ci5-1130g7-16-512gb-ssd-13-3-w10p-art-20wj001hmh-num-13655122/
Lenovo T14G2 CI5-1135G7 8/256GB SSD 14IN W10P Laptops,"1.159,-
       ","1.402,39",20W000B8MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/t14g2-ci5-1135g7-8-256gb-ssd-14in-w10p-art-20w000b8mh-num-13655130/
Lenovo TP P14S G2 R7-5850U 16/512GB SSD 14 W10P Laptops,"1.257,-
       ","1.520,97",21A0000SMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-p14s-g2-r7-5850u-16-512gb-ssd-14-w10p-art-21a0000smh-num-13655127/
Lenovo TB 16p G2 R7-5800H 8/512GB SSD 16IN W10P Laptops,"1.334,-
       ","1.614,14",20YM001AMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tb-16p-g2-r7-5800h-8-512gb-ssd-16in-w10p-art-20ym001amh-num-13655134/
Lenovo TB 16p G2 R9-5900HX16/1TB SSD 16IN W10P Laptops,"1.602,-
       ","1.938,42",20YM0019MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tb-16p-g2-r9-5900hx16-1tb-ssd-16in-w10p-art-20ym0019mh-num-13655137/
Lenovo ThinkBook 15p Laptop - Grijs,"1.046,-
       ","1.265,66",20V30038MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-15p-art-20v30038mh-num-13501353/
Lenovo ThinkPad P14s Laptop - Zwart,"1.222,-
       ","1.478,62",20Y1000MMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-p14s-art-20y1000mmh-num-13489393/
Lenovo ThinkStation P340 Pc - Zwart,"978,-
       ","1.183,38",30DH00G8MH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p340-art-30dh00g8mh-num-13605290/
Lenovo ThinkCentre M720q Tiny i5 16GB RAM 512GB SSD Pc - Zwart,"584,-
       ","706,64",10T700BSMH,https://www.centralpoint.nl/pcs/lenovo/thinkcentre-m720q-tiny-i5-16gb-ram-512gb-ssd-art-10t700bsmh-num-11454857/
Lenovo ThinkCentre M720q Tiny i5 8GB RAM 256GB SSD Pc - Zwart,"529,-
       ","640,09",10T700AHMH,https://www.centralpoint.nl/pcs/lenovo/thinkcentre-m720q-tiny-i5-8gb-ram-256gb-ssd-art-10t700ahmh-num-12077319/
Lenovo ThinkCentre M70q Pc - Zwart,"640,-
       ","774,40",11DT0043MH,https://www.centralpoint.nl/pcs/lenovo/thinkcentre-m70q-art-11dt0043mh-num-13604757/
Lenovo ThinkCentre M70q Pc - Zwart,"855,-
       ","1.034,55",11DT006JMH,https://www.centralpoint.nl/pcs/lenovo/thinkcentre-m70q-i7-10700t-16gb-512gb-art-11dt006jmh-num-13604759/
Lenovo M70t Pc - Zwart,"612,-
       ","740,52",11EV0004MH,https://www.centralpoint.nl/pcs/lenovo/thinkcentre-m70t-art-11ev0004mh-num-13628273/
Lenovo ThinkStation P340 Pc - Zwart,"1.328,-
       ","1.606,88",30DH00H6MH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p340-art-30dh00h6mh-num-13575625/
Lenovo ThinkCentre M70q Pc - Zwart,"612,-
       ","740,52",11DT003VMH,https://www.centralpoint.nl/pcs/lenovo/m70q-ci5-8-256gb-w10p-art-11dt003vmh-num-13614748/
Lenovo ThinkStation P520c Pc - Zwart,"735,-
       ","889,35",30BX005DUK,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p520c-art-30bx005duk-num-13017673/
Lenovo ThinkCentre M920q Tiny i7 16GB RAM 512GB SSD Pc - Zwart,"833,-
       ","1.007,93",10RS003XMH,https://www.centralpoint.nl/pcs/lenovo/thinkcentre-m920q-tiny-i7-16gb-ram-512gb-ssd-art-10rs003xmh-num-11474757/
"Lenovo V50t Pc - Zwart,Grijs","631,-
       ","763,51",11ED0012MH,https://www.centralpoint.nl/pcs/lenovo/v50t-tw-260w-i5-10400-8gb-256gb-w10p-art-11ed0012mh-num-13575613/
Lenovo ThinkCentre M70t Pc - Zwart,"580,-
       ","701,80",11EV000EMH,https://www.centralpoint.nl/pcs/lenovo/m70t-i5-10400-8gb-256gb-w10p-art-11ev000emh-num-13575615/
Lenovo ThinkCentre M70s Pc - Zwart,"587,-
       ","710,27",11EX000LMH,https://www.centralpoint.nl/pcs/lenovo/thinkcentre-m70s-i5-10400-8gb-256gb-w10p-art-11ex000lmh-num-13604761/
Lenovo ThinkCentre M70t Pc - Zwart,"860,-
       ","1.040,60",11EV001LMH,https://www.centralpoint.nl/pcs/lenovo/m70t-i7-10700-16gb-512gb-w10p-art-11ev001lmh-num-13575617/
Lenovo ThinkStation P340 Pc - Zwart,"1.078,-
       ","1.304,38",30DK002VMH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p340-art-30dk002vmh-num-13605292/
Lenovo ThinkStation P340 Q470\I7-10700T\16GB\512GB\W10P64 Pc - Zwart,"1.024,-
       ","1.239,04",30DF002EMH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p340-q470i7-10700t16gb512gbw10p64-art-30df002emh-num-13489403/
Lenovo ThinkStation P340 Pc - Zwart,"924,-
       ","1.118,04",30DH00G1MH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p340-art-30dh00g1mh-num-13605294/
Lenovo V50s Pc - Zwart,"587,-
       ","710,27",11EF0012MH,https://www.centralpoint.nl/pcs/lenovo/v-v50s-art-11ef0012mh-num-13153499/
Lenovo ThinkCentre M70s Pc - Zwart,"512,-
       ","619,52",11EX000JMH,https://www.centralpoint.nl/pcs/lenovo/thinkcentre-m70s-i3-10100-8gb-256gb-w10p-art-11ex000jmh-num-13604756/
Lenovo ThinkStation P620 Pc - Zwart,"2.596,-
       ","3.141,16",30E0003PMH,https://www.centralpoint.nl/pcs/lenovo/dws-p620-3945wx-32gb-512gb-w10p-art-30e0003pmh-num-13628278/
Lenovo ThinkStation P520c Pc - Zwart,"968,-
       ","1.171,28",30BX0072MH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p520c-art-30bx0072mh-num-12839257/
Lenovo ThinkCentre M70q Pc - Zwart,"534,-
       ","646,14",11DT003JMH,https://www.centralpoint.nl/pcs/lenovo/thinkcentre-m70q-i3-10100t-8gb-256gb-w10-art-11dt003jmh-num-13604758/
Lenovo ThinkCentre M60e Pc - Zwart,"568,-
       ","687,28",11LV004BMH,https://www.centralpoint.nl/pcs/lenovo/dt-m60e-ci5-1035g1-8gb-256gb-w10p-art-11lv004bmh-num-13618383/
Lenovo ThinkStation P340 Pc - Zwart,"1.152,-
       ","1.393,92",30DH00FWMH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p340-art-30dh00fwmh-num-13605291/
Lenovo ThinkStation P340 Pc - Zwart,"1.328,-
       ","1.606,88",30DK0030MH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p340-art-30dk0030mh-num-13575629/
Lenovo ThinkStation P620 Pc - Zwart,"2.871,-
       ","3.473,91",30E00035MH,https://www.centralpoint.nl/pcs/lenovo/dws-p620-3955wx-32gb-1tb-w10p-art-30e00035mh-num-13628275/
Lenovo ThinkStation P620 Pc - Zwart,"3.642,-
       ","4.406,82",30E0003FMH,https://www.centralpoint.nl/pcs/lenovo/dws-p620-3955wx-32gb-512gb-w10p-art-30e0003fmh-num-13628276/
Lenovo ThinkStation P520c Pc - Zwart,"1.968,-
       ","2.381,28",30BX0091MH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p520c-art-30bx0091mh-num-12839261/
Lenovo ThinkStation P340 Pc - Zwart,"1.104,-
       ","1.335,84",30DH00G2MH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p340-art-30dh00g2mh-num-13592830/
Lenovo ThinkStation P340 Pc - Zwart,"1.390,-
       ","1.681,90",30DH00GUMH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p340-art-30dh00gumh-num-13605293/
Lenovo ThinkCentre M70q Pc - Zwart,"468,-
       ","566,28",11DT0039MH,https://www.centralpoint.nl/pcs/lenovo/dt-m70q-ci3-10100t-4gb-128gb-w10p-art-11dt0039mh-num-13628272/
Lenovo ThinkStation P520c Pc - Zwart,"832,-
       ","1.006,72",30BX0073MH,https://www.centralpoint.nl/pcs/lenovo/thinkstation-p520c-art-30bx0073mh-num-12839259/
Lenovo ThinkStation P620 Pc - Zwart,"9.042,-
       ","10.940,82",30E0004LMH,https://www.centralpoint.nl/pcs/lenovo/dws-p620-3995wx-32gb-1tb-w10p-art-30e0004lmh-num-13628277/
Lenovo ThinkCentre M75s Pc - Zwart,"480,-
       ","580,80",11JB0027MH,https://www.centralpoint.nl/pcs/lenovo/m75s-r3-pro-4350g-8gb-256gb-w10p-art-11jb0027mh-num-13626735/
Lenovo ThinkSmart Bar PC's/workstations,"436,-
       ","527,56",11RTZ9ATGE,https://www.centralpoint.nl/pcs/lenovo/lenovo-thinksmart-bar-art-11rtz9atge-num-13603953/
Lenovo ThinkSmart Bar XL - 2 x Mic PC's/workstations,"536,-
       ","648,56",11RTZ9CAGE,https://www.centralpoint.nl/pcs/lenovo/thinksmart-bar-xl-2-x-mic-art-11rtz9cage-num-13668358/
Lenovo ThinkSmart M920q Zoom Rooms Pc - Zwart,"1.185,-
       ","1.433,85",10T10009MB,https://www.centralpoint.nl/pcs/lenovo/thinksmart-tiny-art-10t10009mb-num-12407655/
Lenovo Tab M10 HD Tablet - Grijs,"131,-
       ","158,51",ZA7W0016SE,https://www.centralpoint.nl/tablets/lenovo/tab-m10-hd-art-za7w0016se-num-13503275/
Lenovo Tab M10 FHD Plus Tablet - Grijs,"182,-
       ","220,22",ZA6J0004SE,https://www.centralpoint.nl/tablets/lenovo/tab-m10-fhd-plus-art-za6j0004se-num-13122995/
Lenovo Tab P11 Pro Tablet - Grijs,"417,-
       ","504,57",ZA8L0013SE,https://www.centralpoint.nl/tablets/lenovo/tab-tb-j706f-qualcomm-730g-11-5-andr-art-za8l0013se-num-13618381/
Lenovo Tab M10 Plus Tablet - Grijs,"163,-
       ","197,23",ZA6H0002SE,https://www.centralpoint.nl/tablets/lenovo/tab-m10-plus-art-za6h0002se-num-12984583/
Lenovo Tab M10 Tablet - Grijs,"158,-
       ","191,18",ZA7V0010SE,https://www.centralpoint.nl/tablets/lenovo/tab-m10-art-za7v0010se-num-13503279/
Lenovo Tab P11 Pro Tablet - Grijs,"444,-
       ","537,24",ZA8M0004SE,https://www.centralpoint.nl/tablets/lenovo/tab-p11-pro-art-za8m0004se-num-13618374/
Lenovo Tab M7 Tablet - Grijs,"107,-
       ","129,47",ZA570166SE,https://www.centralpoint.nl/tablets/lenovo/lenovo-tb-7305x-2-32gb-7in-2mp-and-art-za570166se-num-13151885/
Lenovo Tab M10 Tablet - Zwart,"129,-
       ","156,09",ZA4G0035SE,https://www.centralpoint.nl/tablets/lenovo/tab-m10-art-za4g0035se-num-12009387/
Lenovo Tab M10 Tablet - Grijs,"147,-
       ","177,87",ZA7V0013SE,https://www.centralpoint.nl/tablets/lenovo/tab-m10-art-za7v0013se-num-13503269/
Lenovo Tab M10 HD Tablet - Grijs,"142,-
       ","171,82",ZA7W0000SE,https://www.centralpoint.nl/tablets/lenovo/tab-m10-hd-art-za7w0000se-num-13503267/
Lenovo Yoga Tab 13 Tablet - Zwart,"583,-
       ","705,43",ZA8E0005SE,https://www.centralpoint.nl/tablets/lenovo/lenovo-yt-k606f-870-13i-8gb-128gb-art-za8e0005se-num-13654805/
Lenovo Tab K10 Tablet - Blauw,"195,-
       ","235,95",ZA8R0051SE,https://www.centralpoint.nl/tablets/lenovo/tab-tb-x6c6x-mtk-p22t-10-3-andr-art-za8r0051se-num-13618382/
